id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,16:00-16:15,18,203,81,40,4,28,13,136,3,6,12,36,0,0,0,0,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,16:15-16:30,17,202,81,45,4,38,35,158,3,2,11,25,0,0,0,0,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,16:30-16:45,19,180,83,47,3,25,43,123,3,3,8,22,0,0,0,0,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,16:45-17:00,14,179,92,52,0,29,37,141,1,4,2,26,0,0,0,0,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,17:00-17:15,12,180,95,52,3,28,39,143,2,3,14,27,0,0,0,0,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,17:15-17:30,10,222,109,52,4,34,30,140,2,2,9,50,0,0,0,0,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,17:30-17:45,9,199,114,61,2,30,47,124,1,5,11,42,0,0,0,0,,,,
morpc/1079,WESTERVILLE RD / DEMPSEY RD / -,1079,7/24/2008,17:45-18:00,6,196,91,65,2,33,34,140,1,4,7,23,0,0,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,07:00-07:15,2,75,8,26,1,8,5,80,3,1,0,0,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,07:15-07:30,3,103,8,20,0,18,2,89,0,0,0,0,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,07:30-07:45,3,131,9,32,0,14,2,141,1,0,0,1,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,07:45-08:00,3,131,12,23,1,16,4,122,0,1,0,0,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,08:00-08:15,6,104,12,22,1,10,5,114,3,3,0,1,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,08:15-08:30,2,123,7,23,0,4,4,116,2,3,0,1,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,08:30-08:45,2,108,14,20,1,5,6,132,1,0,0,0,0,1,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,08:45-09:00,4,109,12,22,0,5,7,124,2,2,0,3,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,16:00-16:15,0,162,20,18,0,6,12,154,2,4,0,4,2,0,0,4,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,16:15-16:30,3,164,34,19,0,9,13,122,5,6,1,2,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,16:30-16:45,3,179,25,14,0,5,13,175,0,3,1,3,2,0,0,2,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,16:45-17:00,0,149,29,24,0,12,20,157,0,3,0,5,2,0,0,2,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,17:00-17:15,1,181,36,19,0,6,21,188,2,3,3,3,2,0,0,2,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,17:15-17:30,2,194,31,16,0,12,25,172,2,5,2,4,0,0,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,17:30-17:45,3,153,39,23,0,14,20,185,1,5,1,0,0,4,0,0,,,,
morpc/1083,SR 3 / PARIS CT / PARIS BLVD / -,1083,6/26/2008,17:45-18:00,0,141,26,35,0,15,10,153,1,1,2,0,0,0,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,07:00-07:15,49,118,88,49,20,9,8,117,10,19,31,67,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,07:15-07:30,75,135,119,55,25,13,13,118,13,14,48,82,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,07:30-07:45,73,179,167,79,31,16,18,168,18,29,67,133,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,07:45-08:00,126,187,179,77,43,17,24,196,19,45,92,146,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,08:00-08:15,116,191,158,74,29,13,36,173,25,49,78,131,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,08:15-08:30,119,199,61,76,34,13,20,170,27,28,53,109,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,08:30-08:45,113,179,155,75,21,14,36,167,24,30,45,90,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,08:45-09:00,125,222,117,54,37,16,21,135,31,29,36,103,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,09:00-09:15,109,144,124,53,41,15,30,127,23,29,45,83,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,09:15-09:30,102,163,77,83,22,26,25,120,29,35,35,57,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,09:30-09:45,102,131,100,66,31,17,30,146,23,35,36,73,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,09:45-10:00,101,175,91,68,28,34,29,141,25,25,32,69,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,10:00-10:15,82,132,71,66,30,25,31,150,38,28,31,52,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,10:15-10:30,87,134,68,62,28,26,27,154,35,39,28,59,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,10:30-10:45,85,114,64,86,29,31,23,153,32,26,29,63,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,10:45-11:00,101,168,67,78,39,29,25,159,39,37,34,67,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,14:00-14:15,112,164,98,109,48,28,28,162,35,42,45,82,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,14:15-14:30,120,164,82,108,39,23,37,200,38,55,34,118,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,14:30-14:45,95,166,63,119,34,22,30,186,35,51,39,95,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,14:45-15:00,95,196,106,111,35,40,33,178,42,52,42,78,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,15:00-15:15,102,171,82,122,53,24,32,194,36,38,40,122,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,15:15-15:30,102,160,61,146,46,28,24,235,34,36,39,84,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,15:30-15:45,123,187,86,145,43,32,29,251,53,40,54,123,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,15:45-16:00,124,180,74,105,33,22,31,219,37,40,50,86,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,16:00-16:15,115,158,79,179,50,25,30,221,49,43,40,115,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,16:15-16:30,111,165,94,142,59,30,11,227,38,42,48,115,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,16:30-16:45,112,182,89,179,73,24,35,293,57,41,45,129,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,16:45-17:00,151,181,108,205,66,28,21,267,42,47,60,129,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,17:00-17:15,150,187,126,263,57,26,20,287,57,50,71,139,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,17:15-17:30,153,218,120,209,72,36,31,290,56,34,71,143,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,17:30-17:45,133,217,142,175,66,21,26,227,45,50,86,119,0,0,0,0,,,,
morpc/1097,HIGH ST / WILSON BRIDGE RD / WORTHINGTON,1097,7/29/2003,17:45-18:00,129,186,123,140,62,14,23,227,40,47,75,138,0,0,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,07:00-07:15,22,373,0,,,,0,185,10,10,0,12,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,07:15-07:30,28,453,0,,,,0,188,16,13,0,14,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,07:30-07:45,32,468,0,,,,0,221,10,14,0,18,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,07:45-08:00,38,451,0,,,,0,177,17,15,0,12,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,08:00-08:15,22,345,0,,,,0,174,9,14,0,24,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,08:15-08:30,35,375,0,,,,0,174,16,8,0,15,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,08:30-08:45,36,333,0,,,,0,146,13,17,0,13,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,08:45-09:00,34,292,0,,,,0,178,19,18,0,17,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,09:00-09:15,20,262,0,,,,0,168,12,25,0,16,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,09:15-09:30,30,244,0,,,,0,165,19,8,0,12,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,09:30-09:45,25,214,0,,,,0,166,9,5,0,10,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,09:45-10:00,14,236,0,,,,0,169,13,7,0,8,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,10:00-10:15,14,204,0,,,,0,164,11,14,0,17,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,10:15-10:30,14,211,0,,,,0,172,11,13,0,16,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,10:30-10:45,13,212,0,,,,0,134,7,10,0,8,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,10:45-11:00,18,221,0,,,,0,173,14,13,0,10,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,14:00-14:15,19,196,0,,,,0,244,17,10,0,23,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,14:15-14:30,23,214,0,,,,0,278,21,11,0,27,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,14:30-14:45,33,226,0,,,,0,294,25,15,0,21,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,14:45-15:00,37,248,0,,,,0,312,21,12,0,29,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,15:00-15:15,28,252,0,,,,0,322,22,15,0,26,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,15:15-15:30,27,261,0,,,,0,339,26,12,0,23,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,15:30-15:45,28,265,0,,,,0,341,22,14,0,27,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,15:45-16:00,17,246,0,,,,0,320,27,10,0,28,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,16:00-16:15,27,246,0,,,,0,378,24,11,0,19,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,16:15-16:30,31,259,0,,,,0,376,28,13,0,29,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,16:30-16:45,36,266,0,,,,0,368,44,19,0,18,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,16:45-17:00,34,274,0,,,,0,390,39,10,0,30,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,17:00-17:15,32,231,0,,,,0,413,44,11,0,23,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,17:15-17:30,41,303,0,,,,0,424,53,18,0,39,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,17:30-17:45,38,248,0,,,,0,440,54,13,0,23,0,,0,0,,,,
morpc/1220,US 23 / HOME RD / -,1220,4/27/2010,17:45-18:00,32,224,0,,,,0,347,57,25,0,33,0,,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,07:00-07:15,6,358,29,5,9,15,12,124,4,25,36,6,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,07:15-07:30,4,335,17,8,20,19,19,180,14,24,61,9,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,07:30-07:45,9,307,14,13,21,28,10,180,8,35,19,11,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,07:45-08:00,10,315,21,7,17,8,5,258,7,29,24,22,1,1,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,08:00-08:15,6,252,15,7,8,5,8,191,9,24,28,20,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,08:15-08:30,5,285,5,5,4,6,3,182,10,12,5,4,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,08:30-08:45,14,273,3,2,5,13,6,157,7,31,12,12,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,08:45-09:00,16,240,8,5,7,8,3,163,8,24,29,30,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,14:30-14:45,8,216,11,18,10,5,26,296,21,11,20,12,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,14:45-15:00,11,250,4,16,8,16,11,291,11,18,20,5,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,15:00-15:15,9,245,3,9,12,7,5,263,16,8,6,14,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,15:15-15:30,6,261,8,4,3,6,7,286,16,5,3,9,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,15:30-15:45,9,214,18,3,4,5,11,279,13,10,10,4,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,15:45-16:00,9,179,13,13,11,20,10,319,15,9,20,13,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,16:00-16:15,13,205,3,12,22,5,13,320,27,10,34,9,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,16:15-16:30,15,200,2,5,11,8,10,362,20,11,14,11,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,16:30-16:45,7,252,7,2,6,6,13,322,33,6,19,8,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,16:45-17:00,6,263,8,3,17,6,19,347,22,10,25,11,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,17:00-17:15,8,254,5,7,6,5,12,401,43,18,21,13,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,17:15-17:30,9,254,5,11,7,4,16,368,31,19,18,15,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,17:30-17:45,13,238,2,4,9,5,12,397,44,18,18,21,0,0,0,0,,,,
morpc/1232,US 23 / HYATTS RD / -,1232,1/24/2013,17:45-18:00,12,286,12,5,6,7,10,335,23,12,21,16,0,0,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,06:00-06:15,4,16,10,69,44,9,5,57,3,1,21,10,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,06:15-06:30,12,19,11,68,46,18,8,67,1,1,17,3,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,06:30-06:45,7,47,17,98,61,20,7,115,9,3,24,23,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,06:45-07:00,15,52,26,125,77,33,15,113,5,10,50,26,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,07:00-07:15,14,49,43,166,90,41,14,195,9,6,34,14,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,07:15-07:30,19,41,50,178,107,48,24,195,12,9,57,23,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,07:30-07:45,32,57,51,190,113,54,24,173,18,8,66,32,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,07:45-08:00,32,61,51,171,104,65,32,187,13,13,60,46,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,08:00-08:15,29,67,37,156,106,43,15,215,11,11,58,38,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,08:15-08:30,44,54,50,104,97,40,29,155,26,6,46,37,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,08:30-08:45,25,74,44,106,94,37,16,157,10,9,43,34,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,08:45-09:00,32,56,53,111,90,42,21,159,18,15,68,51,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,16:00-16:15,34,147,145,48,72,50,35,142,19,11,115,63,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,16:15-16:30,47,147,147,60,66,50,34,78,14,15,125,41,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,16:30-16:45,47,167,169,54,86,61,30,113,14,12,137,63,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,16:45-17:00,52,186,182,56,74,79,31,79,17,19,139,54,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,17:00-17:15,41,219,190,56,61,65,36,112,18,9,119,52,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,17:15-17:30,50,232,208,52,79,63,42,119,22,11,138,60,0,1,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,17:30-17:45,34,209,163,52,92,61,35,99,24,21,122,32,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,17:45-18:00,54,207,151,40,88,66,34,115,20,19,110,49,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,18:00-18:15,33,142,124,84,68,53,46,123,22,19,114,55,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,18:15-18:30,45,173,109,92,82,65,37,123,13,5,132,60,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,18:30-18:45,33,117,107,54,84,68,29,116,23,21,100,47,0,0,0,0,,,,
morpc/1245,STATE ST / POLARIS PKWY / MAXTOWN RD / -,1245,10/3/2013,18:45-19:00,26,148,106,87,102,74,47,104,35,23,102,38,0,0,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
