id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,15:30-15:45,9,79,17,4,18,1,4,73,1,6,36,2,0,1,0,0,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,15:45-16:00,4,63,13,12,27,2,6,67,2,3,32,5,0,6,0,2,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,16:00-16:15,3,82,9,7,27,5,7,84,3,5,39,4,0,9,2,0,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,16:15-16:30,6,71,6,3,33,3,7,85,1,5,37,3,1,1,4,0,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,16:30-16:45,9,79,7,4,28,2,6,106,3,5,44,1,1,3,0,7,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,16:45-17:00,2,67,8,6,12,1,9,78,0,6,38,5,1,1,0,3,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,17:00-17:15,6,81,14,6,20,2,3,95,2,3,52,2,1,2,2,4,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,17:15-17:30,6,65,8,2,18,4,5,82,1,4,48,3,0,7,1,0,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,17:30-17:45,3,47,11,10,27,5,2,80,0,1,30,2,1,3,0,6,,,,
buffalo/101,Michigan Ave / Broadway St / Buffalo,101,5/18/2011,17:45-18:00,3,50,2,4,17,3,4,60,2,4,23,2,1,0,0,5,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,07:00-07:15,0,1,0,0,41,5,4,1,0,0,38,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,07:15-07:30,1,0,0,0,64,7,4,1,0,0,32,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,07:30-07:45,1,1,0,0,45,7,2,0,0,0,26,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,07:45-08:00,0,0,0,0,42,5,5,1,0,0,43,1,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,08:00-08:15,0,0,0,0,29,6,1,0,0,0,31,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,08:15-08:30,0,0,0,1,32,5,5,0,0,0,26,1,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,08:30-08:45,1,0,0,0,37,3,5,0,0,0,30,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,08:45-09:00,0,0,0,0,50,6,6,1,1,0,27,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,15:30-15:45,0,5,0,0,52,8,7,3,1,0,60,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,15:45-16:00,2,0,0,0,88,8,7,0,0,0,60,2,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,16:00-16:15,0,0,0,0,57,6,3,0,0,0,60,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,16:15-16:30,0,0,0,1,79,6,9,0,1,0,44,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,16:30-16:45,0,2,0,0,81,6,8,0,0,0,58,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,16:45-17:00,0,0,0,0,75,5,6,0,2,0,81,1,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,17:00-17:15,0,1,0,0,66,7,10,2,1,0,55,0,0,0,0,0,,,,
buffalo/1015,Erie Rd / Four Mile Level Rd / Brant,1015,4/29/2010,17:15-17:30,0,0,1,1,76,3,8,1,0,0,75,1,0,0,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,07:00-07:15,5,21,4,2,14,9,8,21,5,5,10,7,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,07:15-07:30,5,18,10,2,11,6,3,18,2,0,11,3,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,07:30-07:45,3,31,14,5,18,6,14,20,0,3,9,4,1,1,1,1,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,07:45-08:00,7,53,12,3,21,6,24,42,2,2,20,6,0,2,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,08:00-08:15,3,32,18,3,20,13,7,38,4,6,24,6,1,2,0,1,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,08:15-08:30,5,51,11,4,35,15,21,28,3,3,30,13,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,08:30-08:45,7,44,1,6,35,12,14,30,3,5,18,9,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,08:45-09:00,11,46,2,6,17,6,15,29,3,4,20,5,2,3,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,09:00-09:15,5,35,2,1,11,13,15,28,3,4,14,5,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,09:15-09:30,5,33,1,4,23,13,11,19,9,3,23,8,0,2,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,09:30-09:45,7,19,4,4,14,6,7,14,0,6,19,2,4,0,4,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,09:45-10:00,10,50,9,2,12,4,7,15,9,2,23,6,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,12:00-12:15,6,63,1,5,23,8,16,41,10,1,16,7,0,2,1,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,12:15-12:30,9,53,7,6,15,16,18,37,10,7,29,8,2,2,0,2,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,12:30-12:45,10,42,7,4,24,7,29,37,6,8,30,7,6,2,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,12:45-13:00,10,56,6,14,12,18,23,37,6,1,23,5,5,2,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,13:00-13:15,8,51,0,5,18,12,15,39,3,10,24,7,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,13:15-13:30,9,43,1,2,6,5,16,33,5,1,17,5,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,13:30-13:45,4,53,6,4,17,11,14,37,3,0,28,7,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,13:45-14:00,3,52,5,3,20,16,14,26,2,5,24,2,0,0,4,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,15:00-15:15,2,63,7,6,17,10,24,54,9,8,31,12,0,0,2,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,15:15-15:30,10,69,5,3,29,8,25,48,3,11,46,7,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,15:30-15:45,10,63,11,6,29,17,30,53,11,2,34,11,0,0,0,1,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,15:45-16:00,7,63,6,2,24,8,17,35,5,1,32,1,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,16:00-16:15,5,66,9,6,23,18,20,54,11,12,46,2,0,0,1,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,16:15-16:30,6,79,9,7,9,6,14,47,8,5,39,8,0,0,2,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,16:30-16:45,12,38,4,6,30,22,35,57,0,9,41,8,1,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,16:45-17:00,8,58,6,7,27,12,23,47,7,1,43,7,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,17:00-17:15,11,59,8,10,17,14,15,51,5,2,35,6,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,17:15-17:30,7,47,12,11,18,11,26,59,4,3,37,6,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,17:30-17:45,10,67,15,4,18,17,12,55,4,8,33,11,0,0,0,0,,,,
buffalo/1018,Fillmore Ave / Kensington Ave / Buffalo,1018,8/7/2013,17:45-18:00,9,83,7,8,29,19,29,38,5,6,32,6,2,2,0,0,,,,
id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,07:00-07:15,0,18,0,5,0,18,2,11,0,0,0,2,1,6,4,4,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,07:15-07:30,0,27,1,7,0,22,0,15,0,3,7,3,0,4,1,3,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,07:30-07:45,0,27,0,13,0,20,5,16,0,4,6,3,2,7,10,2,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,07:45-08:00,0,28,0,20,0,40,4,18,0,5,6,8,3,12,12,12,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,08:00-08:15,0,30,0,13,0,42,3,26,0,1,9,4,2,16,8,9,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,08:15-08:30,0,31,2,14,0,44,7,25,0,7,10,8,1,18,7,8,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,08:30-08:45,0,25,0,16,0,36,8,16,0,3,7,9,9,17,18,20,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,08:45-09:00,0,15,3,17,0,21,5,27,0,3,11,10,2,15,19,12,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,09:00-09:15,0,15,0,9,0,14,5,30,0,2,18,11,4,9,11,10,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,09:15-09:30,0,6,2,7,0,9,5,14,0,5,13,18,5,11,10,4,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,09:30-09:45,0,7,2,4,0,8,7,28,0,2,11,20,2,9,8,6,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,09:45-10:00,0,9,3,8,0,13,6,24,0,1,15,11,2,12,8,2,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,12:00-12:15,0,10,3,7,0,4,13,36,0,1,21,8,2,20,17,11,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,12:15-12:30,0,9,4,7,0,5,4,31,0,1,23,19,0,10,16,9,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,12:30-12:45,0,13,1,4,0,3,2,27,0,0,20,24,1,19,15,5,,,,
buffalo/102,Ellicott St. / Clinton St. / Buffalo,102,7/21/2011,12:45-13:00,0,10,4,14,0,6,7,37,0,2,25,16,6,20,8,13,,,,
