id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,15:15-15:30,21,13,3,15,111,24,5,23,15,5,85,1,9,13,2,11,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,15:30-15:45,26,13,4,17,117,24,7,23,14,,95,2,9,11,4,18,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,15:45-16:00,37,21,1,20,121,29,5,19,16,4,86,3,32,4,7,7,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,16:00-16:15,31,25,2,23,129,20,6,14,19,6,92,2,25,7,4,7,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,16:15-16:30,32,21,4,19,131,24,9,17,11,4,82,2,22,16,7,10,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,16:30-16:45,24,18,,24,142,31,,12,8,4,98,2,8,10,2,18,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,16:45-17:00,51,23,5,30,156,34,6,14,9,4,99,,22,9,,11,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,17:00-17:15,48,31,4,16,159,42,1,21,19,7,96,1,34,15,4,15,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,17:15-17:30,38,31,,21,207,38,,23,22,4,71,2,25,12,5,15,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,17:30-17:45,41,29,3,19,212,29,,19,17,5,93,1,59,9,3,13,,,,,38.895207,-77.003510
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/MASSACHUSETTS%20AVENUE %20NE%20%26%202ND%20STREET.txt,MASSACHUSETTS AVENUE NE & 2ND STREET,x,8/24/2004,17:45-18:00,53,27,7,17,231,41,2,16,14,7,117,1,62,14,4,15,,,,,38.895207,-77.003510
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,07:00-07:15,5,37,5,13,5,,2,,7,7,3,9,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,07:15-07:30,6,34,7,10,6,1,2,,5,7,4,7,,1,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,07:30-07:45,4,35,6,18,8,1,4,,10,10,3,9,2,1,,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,07:45-08:00,2,21,2,17,4,1,3,,10,7,3,4,,,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,08:00-08:15,5,30,5,18,5,2,3,,10,16,3,5,,2,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,08:15-08:30,3,41,6,22,4,1,4,,11,10,1,9,1,1,1,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,09:00-09:15,2,17,9,8,5,1,8,,7,6,4,4,1,1,1,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,09:15-09:30,6,20,5,10,,,3,,4,4,6,2,,,3,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,09:30-09:45,1,26,11,8,2,2,2,,7,15,5,5,,2,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,09:45-10:00,8,34,12,12,8,2,6,,10,9,6,9,1,1,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,10:00-10:15,5,29,9,11,9,,3,,9,5,9,7,,2,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,10:15-10:30,3,27,7,7,11,1,2,,7,3,13,5,3,1,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,10:30-10:45,6,27,1,5,12,,2,,7,4,18,6,4,2,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,10:45-11:00,5,31,,3,3,1,,,5,7,11,7,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,11:00-11:15,7,26,1,10,5,5,,,9,6,9,8,3,1,2,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,11:15-11:30,3,30,3,2,7,5,5,,7,8,11,7,,2,1,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,11:30-11:45,4,24,2,8,21,10,16,,3,6,7,5,4,,,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,11:45-12:00,3,26,3,5,23,6,8,,3,14,4,6,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,12:00-12:15,2,30,4,9,10,3,3,,3,12,6,7,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,12:15-12:30,7,33,5,6,9,2,7,,11,16,7,3,6,1,4,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,12:30-12:45,9,37,9,15,14,3,6,,21,21,3,5,4,6,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,12:45-13:00,6,43,7,6,8,5,7,,3,17,6,4,4,,3,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,14:00-14:15,14,26,7,20,4,1,6,,13,16,9,6,4,,,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,14:15-14:30,9,34,2,11,7,2,3,,8,25,6,4,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,14:30-14:45,9,41,14,14,5,5,5,,10,24,7,4,,,2,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,14:45-15:00,8,53,6,8,7,3,6,,8,26,1,6,4,7,,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,15:00-15:15,9,55,9,5,7,5,7,,6,29,7,3,3,3,,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,15:15-15:30,11,59,17,3,9,3,9,,5,31,9,2,,,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,15:30-15:45,13,59,20,3,7,6,12,,4,32,11,2,,,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,15:45-16:00,9,71,11,4,5,6,9,,,21,2,3,,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,16:00-16:15,5,88,5,3,1,2,8,,4,15,1,3,2,3,,2,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,16:15-16:30,4,94,2,1,7,4,1,,6,15,2,2,2,1,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,16:30-16:45,9,129,5,10,3,5,1,,9,9,2,3,1,3,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,16:45-17:00,2,128,3,9,3,2,2,,4,15,1,4,,4,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,17:00-17:15,7,136,5,28,4,5,4,,5,5,,1,,,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,17:15-17:30,3,158,4,22,6,3,2,,11,6,1,,2,4,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,17:30-17:45,4,171,3,21,7,4,3,,9,4,,1,2,,3,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/August/NEW%20JERSEY%20AVENUE %20SE %20NORTH%20CAROLINA%20AVENUE%20%26%20E%20STREET.txt,NEW JERSEY AVENUE SE NORTH CAROLINA AVENUE & E STREET,x,8/17/2004,17:45-18:00,6,148,5,20,6,4,3,,6,6,,,,3,,3,,,,,,
file,name,id,date,time,Right,Right,Left,,,,Right,Left,Peds,T,ight,R,,A,,Left,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/38TH%20STREET %20NW %20PORTER%20STREET%20%26%20PLATTSBURG%20CT.txt,38TH STREET NW PORTER STREET & PLATTSBURG CT,x,12/2/2004,11:45-12:00,,,,2,2,,,,,,4,5,,1,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/38TH%20STREET %20NW %20PORTER%20STREET%20%26%20PLATTSBURG%20CT.txt,38TH STREET NW PORTER STREET & PLATTSBURG CT,x,12/2/2004,12:30-12:45,,,,6,6,,,,,1,2,,,2,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/38TH%20STREET %20NW %20PORTER%20STREET%20%26%20PLATTSBURG%20CT.txt,38TH STREET NW PORTER STREET & PLATTSBURG CT,x,12/2/2004,14:00-14:15,1,,,8,7,1,,,,1,1,5,,3,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/38TH%20STREET %20NW %20PORTER%20STREET%20%26%20PLATTSBURG%20CT.txt,38TH STREET NW PORTER STREET & PLATTSBURG CT,x,12/2/2004,15:00-15:15,1,,,7,7,,,,,3,3,9,,,,,,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,07:00-07:15,,6,2,,,,3,15,,3,,2,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,07:15-07:30,,3,1,,,,1,8,,3,,5,,3,1,1,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,08:00-08:15,,12,4,,,,1,7,,7,,10,,1,1,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,08:15-08:30,,6,6,,,,2,17,,5,,1,,3,1,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,08:30-08:45,,7,5,,,,4,28,,7,,10,,6,3,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,08:45-09:00,,4,3,,,,,17,,4,,4,,1,1,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,09:00-09:15,,2,4,,,,2,10,,2,,2,,1,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,09:15-09:30,,5,2,,,,2,5,,2,,7,,1,2,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,09:30-09:45,,2,4,,,,2,4,,1,,4,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,09:45-10:00,,2,3,,,,1,2,,3,,1,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,10:00-10:15,,2,1,,,,,1,,1,,3,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,10:15-10:30,,1,3,,,,1,3,,,,4,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,10:30-10:45,,2,1,,,,,2,,,,4,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,10:45-11:00,,1,3,,,,,4,,,,2,,1,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,11:00-11:15,,2,,,,,6,2,,1,,1,,1,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,11:15-11:30,,4,,,,,4,3,,2,,5,,2,1,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,11:30-11:45,,,1,,,,1,6,,,,2,,3,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,11:45-12:00,,6,2,,,,3,5,,,,3,,,3,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,12:00-12:15,,8,,,,,2,9,,1,,8,,2,1,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,12:15-12:30,,3,1,,,,2,8,,5,,4,,2,3,1,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,12:30-12:45,,,2,,,,4,9,,,,7,,2,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,12:45-13:00,,4,,,,,5,4,,3,,2,,,3,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,14:00-14:15,,4,2,,,,1,5,,,,4,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,14:15-14:30,,2,,,,,5,4,,2,,6,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,14:30-14:45,,2,,,,,2,3,,2,,3,,1,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,14:45-15:00,,5,,,,,1,5,,,,2,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,15:00-15:15,,5,1,,,,1,7,,,,5,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,15:15-15:30,,2,,,,,3,9,,,,6,,,3,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,15:30-15:45,,3,1,,,,3,9,,1,,5,,,,1,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,15:45-16:00,,2,2,,,,4,2,,4,,3,,3,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,16:00-16:15,,3,,,,,2,3,,2,,8,,,,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,16:15-16:30,,3,1,,,,3,8,,,,3,,1,1,,,,,,38.937878,-77.077830
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2004/December/39TH%20STREET %20NW%20%26%20PORTER%20STREET.txt,39TH STREET NW & PORTER STREET,x,12/7/2004,16:30-16:45,,1,1,,,,4,4,,3,,3,,1,,1,,,,,38.937878,-77.077830
